venue_name,venue_id,sample_venue_url,activity_names,activity_ids
ActiveSG Courts @ Farrer Park,ZzOIBo3bAxKtZbDfRyxlM,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/ZzOIBo3bAxKtZbDfRyxlM/timeslots,Pickleball | Free To Play Pickleball,BPQihVHITc7IPGorVeB2Y | FzbXNGKouomWJ4x9uPKrh
ActiveSG Hockey Village @ Boon Lay Futsal Pitch,wgAoxeZVI9pO2ItFEcHaY,https://activesg.gov.sg/facility-bookings/activities/CF6ecxA4HkJgUabDMGsWo/venues/wgAoxeZVI9pO2ItFEcHaY/timeslots,Futsal,CF6ecxA4HkJgUabDMGsWo
ActiveSG Hockey Village @ Boon Lay Hockey 5s Pitch,usHFVVePdIc7s5Or5geJx,https://activesg.gov.sg/facility-bookings/activities/oiJVOW7FNTuKB07f1JaZU/venues/usHFVVePdIc7s5Or5geJx/timeslots,Hockey | Hockey (Night),oiJVOW7FNTuKB07f1JaZU | W8c1ujw048h9x2zq41dBA
ActiveSG Sport Park @ Bedok North,Yc4uczgA8kzc9UDaUfAWS,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/Yc4uczgA8kzc9UDaUfAWS/timeslots,Pickleball | Basketball,BPQihVHITc7IPGorVeB2Y | CyIu0PE42fqR0SHD7XwMB
ActiveSG Sport Park @ Teck Ghee Futsal Pitch,cWjh0qfm1QlAc7zBodTrr,https://activesg.gov.sg/facility-bookings/activities/CF6ecxA4HkJgUabDMGsWo/venues/cWjh0qfm1QlAc7zBodTrr/timeslots,Futsal,CF6ecxA4HkJgUabDMGsWo
ActiveSG Sport Park @ Teck Ghee Outdoor Courts,LTr2zrpBMEB5ZStM7dEKS,https://activesg.gov.sg/facility-bookings/activities/9cFQTCUF86O2OrQK79Bgz/venues/LTr2zrpBMEB5ZStM7dEKS/timeslots,Basketball 3x3 | Free To Play,9cFQTCUF86O2OrQK79Bgz | naPJABNOkipmCtzJsHzHo
ActiveSG Sport Village @ Jurong Town - ActiveGroove Dance Zone,QyW8aCni0Q5uXKeG4XXfU,https://activesg.gov.sg/facility-bookings/activities/DbJUiIz38SkngQHk2Eg07/venues/QyW8aCni0Q5uXKeG4XXfU/timeslots,Dance,DbJUiIz38SkngQHk2Eg07
ActiveSG Sport Village @ Jurong Town Football Field,bdUXdlXQ6XQA0YnW1Xj5L,https://activesg.gov.sg/facility-bookings/activities/NgyHfjIo82MJwxldnLRxi/venues/bdUXdlXQ6XQA0YnW1Xj5L/timeslots,Soccer (5-A-Side) | Soccer (7-A-Side),NgyHfjIo82MJwxldnLRxi | qncjv4qUwFjNBWiracXd9
ActiveSG Sport Village @ Jurong Town Hockey Pitch,i9efqiOq9yQaPr2JQQpAt,https://activesg.gov.sg/facility-bookings/activities/oiJVOW7FNTuKB07f1JaZU/venues/i9efqiOq9yQaPr2JQQpAt/timeslots,Hockey | Hockey (Night),oiJVOW7FNTuKB07f1JaZU | W8c1ujw048h9x2zq41dBA
ActiveSG Sport Village @ Jurong Town Multi-Purpose Courts,RqFUpWU1CRBb1GRpEoi7t,https://activesg.gov.sg/facility-bookings/activities/hPnw2Ge2q70MouHQNISJe/venues/RqFUpWU1CRBb1GRpEoi7t/timeslots,Handball | Hockey,hPnw2Ge2q70MouHQNISJe | oiJVOW7FNTuKB07f1JaZU
ActiveSG Sport Village @ Jurong Town Outdoor Pickleball Courts,SkHvZCbrLG5YKE1mDcUXV,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/SkHvZCbrLG5YKE1mDcUXV/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
ActiveSG Sport Village @ Jurong Town Tennis Courts,YdAWuvRWteCWjKfnHSUVa,https://activesg.gov.sg/facility-bookings/activities/B0KovYOcQun1mA4VowDq0/venues/YdAWuvRWteCWjKfnHSUVa/timeslots,Tennis,B0KovYOcQun1mA4VowDq0
Admiralty Primary School Field,oLfFqbG6fcbPSoyVhbCOe,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/oLfFqbG6fcbPSoyVhbCOe/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Admiralty Primary School Hall,d1LKU6XBvvhYccrUbpvqF,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/d1LKU6XBvvhYccrUbpvqF/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Ahmad Ibrahim Primary School Hall,PvhdUQ2KY3WRjek2YRjsR,https://activesg.gov.sg/facility-bookings/activities/CyIu0PE42fqR0SHD7XwMB/venues/PvhdUQ2KY3WRjek2YRjsR/timeslots,Basketball,CyIu0PE42fqR0SHD7XwMB
Ahmad Ibrahim Secondary School Hall,7bg9Z7WtSvoLMpgxWGjTs,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/7bg9Z7WtSvoLMpgxWGjTs/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Ai Tong Primary School Field,7plzPOZFgUazOpQPay8N7,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/7plzPOZFgUazOpQPay8N7/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Anchor Green Primary School Hall,1H7SSWewlpNYu9cmoXPn2,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/1H7SSWewlpNYu9cmoXPn2/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Anderson Secondary School Field,385TK6nllDXEkMOnTgBU7,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/385TK6nllDXEkMOnTgBU7/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Anderson Secondary School Hall,i2gVzIPBgPFpwaZ8zEQSr,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/i2gVzIPBgPFpwaZ8zEQSr/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Ang Mo Kio Primary School Hall,zmOAv5FPai8EuPpHBvmi2,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/zmOAv5FPai8EuPpHBvmi2/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Ang Mo Kio Secondary School Hall,w4BdEnmBot9EltIpIFrBz,https://activesg.gov.sg/facility-bookings/activities/3HIXIVGIe4qgenT2kKc3F/venues/w4BdEnmBot9EltIpIFrBz/timeslots,Volleyball,3HIXIVGIe4qgenT2kKc3F
Bartley Secondary School Field,A1QesgANIXK8Z83BEYasC,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/A1QesgANIXK8Z83BEYasC/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Bartley Secondary School Hall,VXAqoOIakjxXRo9we6zcI,https://activesg.gov.sg/facility-bookings/activities/3HIXIVGIe4qgenT2kKc3F/venues/VXAqoOIakjxXRo9we6zcI/timeslots,Volleyball,3HIXIVGIe4qgenT2kKc3F
Beacon Primary School Hall,9zE1soYz9gKof24042MyX,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/9zE1soYz9gKof24042MyX/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Beatty Secondary School Field,9GMFfwLX5taKnT29w8HTy,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/9GMFfwLX5taKnT29w8HTy/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Beatty Secondary School Hall,063L3ZyshZUjdw8xxgUpK,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/063L3ZyshZUjdw8xxgUpK/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bedok Green Primary School Hall,PgIZQ3UXAZU2wnH1dcFc6,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/PgIZQ3UXAZU2wnH1dcFc6/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bedok Green Secondary School Field,3L7hWZXqBYgTMexPZcfmM,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/3L7hWZXqBYgTMexPZcfmM/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Bedok Green Secondary School Hall,ViDRjifxeezMw2VQFMmNG,https://activesg.gov.sg/facility-bookings/activities/CyIu0PE42fqR0SHD7XwMB/venues/ViDRjifxeezMw2VQFMmNG/timeslots,Basketball,CyIu0PE42fqR0SHD7XwMB
Bedok South Secondary School Field,qkiIbcxSnJDmjSt4aAF8t,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/qkiIbcxSnJDmjSt4aAF8t/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Bedok South Secondary School Hall,5TIAp1oDwn8B1grH4hoyi,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/5TIAp1oDwn8B1grH4hoyi/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bedok Stadium,FIT9l3oqllcaote45oQAr,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/FIT9l3oqllcaote45oQAr/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Bendemeer Primary School Field,P7JGNmmr4pBau9Ojr5NNS,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/P7JGNmmr4pBau9Ojr5NNS/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Bendemeer Primary School Hall,niow1h8bvTWqvEjuooABc,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/niow1h8bvTWqvEjuooABc/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bendemeer Secondary School Field,cqzGOxH9kGTp4DzDO9zMO,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/cqzGOxH9kGTp4DzDO9zMO/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Bendemeer Secondary School Hall,t9aTrkSIyYRuRo1Ucd3Xv,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/t9aTrkSIyYRuRo1Ucd3Xv/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bishan Clubhouse,GdiZXcMkIKELrCkd90qBP,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/GdiZXcMkIKELrCkd90qBP/timeslots,Badminton | Squash | Basketball | Futsal | Tennis,YLONatwvqJfikKOmB5N9U | LpU5wm359gvhKzEvHFt6F | CyIu0PE42fqR0SHD7XwMB | CF6ecxA4HkJgUabDMGsWo | B0KovYOcQun1mA4VowDq0
Bishan Sport Centre - ActiveGroove Dance Zone,QYx8AEkKqkGRvKbtU4M7P,https://activesg.gov.sg/facility-bookings/activities/DbJUiIz38SkngQHk2Eg07/venues/QYx8AEkKqkGRvKbtU4M7P/timeslots,Dance,DbJUiIz38SkngQHk2Eg07
Bishan Sport Hall,LpiaS3dnMUXa39CrtTm9w,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/LpiaS3dnMUXa39CrtTm9w/timeslots,Badminton | Table Tennis,YLONatwvqJfikKOmB5N9U | lpa7rfS4ShmUUt7XsFJlD
Blangah Rise Primary School Field,ox5uprhtzxwDtzxYU1WFd,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/ox5uprhtzxwDtzxYU1WFd/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Blangah Rise Primary School Hall,wfqNsxOYnCEBQ0kk5ENjq,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/wfqNsxOYnCEBQ0kk5ENjq/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Boon Lay Garden Primary School Hall,D3w04WtlAzPuE8yAnhS76,https://activesg.gov.sg/facility-bookings/activities/8WxkVBEDsT9TzydhZ81pK/venues/D3w04WtlAzPuE8yAnhS76/timeslots,Netball,8WxkVBEDsT9TzydhZ81pK
Boon Lay Secondary School Field,whRDI9Nmn4cmsMfCueq1r,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/whRDI9Nmn4cmsMfCueq1r/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Boon Lay Secondary School Hall,eqzbNMrlMOTaSzDvEF05p,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/eqzbNMrlMOTaSzDvEF05p/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bowen Secondary School Field,IFKxCpkQ5HKWKurraLD4t,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/IFKxCpkQ5HKWKurraLD4t/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Bowen Secondary School Hall,DS2Y95tMEksERLSJfBSBz,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/DS2Y95tMEksERLSJfBSBz/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Broadrick Secondary School Field,WzEJq3htb1r9ed8iG6GAb,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/WzEJq3htb1r9ed8iG6GAb/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Broadrick Secondary School Hall,uDEmJNR8H0JIs9sjq5EN9,https://activesg.gov.sg/facility-bookings/activities/bkymg5uAXztk5EVTXCmyk/venues/uDEmJNR8H0JIs9sjq5EN9/timeslots,Floorball,bkymg5uAXztk5EVTXCmyk
Bukit Batok Secondary School Field,tQYML4OlzfBYbHakLpRo5,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/tQYML4OlzfBYbHakLpRo5/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Bukit Batok Secondary School Sheltered Court,PT3K2rlHBuuOaPVlFQ4r1,https://activesg.gov.sg/facility-bookings/activities/KWBGwQORaitqiM0VhF8Oe/venues/PT3K2rlHBuuOaPVlFQ4r1/timeslots,Free To Play Basketball,KWBGwQORaitqiM0VhF8Oe
Bukit Canberra Active Lawn,0O9qW12pmRjRDy0mmrvsN,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/0O9qW12pmRjRDy0mmrvsN/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Bukit Canberra Sport Hall,wpSdUk0uledoInNjK3Kaw,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/wpSdUk0uledoInNjK3Kaw/timeslots,Badminton | Pickleball | Table Tennis,YLONatwvqJfikKOmB5N9U | BPQihVHITc7IPGorVeB2Y | lpa7rfS4ShmUUt7XsFJlD
Bukit Gombak Sport Centre Level 2,hkYe7wP5WYRqj1pr7SxzO,https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues/hkYe7wP5WYRqj1pr7SxzO/timeslots,Table Tennis,lpa7rfS4ShmUUt7XsFJlD
Bukit Gombak Sport Hall,WYfbYK8b8mvlTx7iiCIJp,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/WYfbYK8b8mvlTx7iiCIJp/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bukit Panjang Government High School Field,kEld3FJKX06qWaKxdlBvu,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/kEld3FJKX06qWaKxdlBvu/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Bukit Panjang Government High School Hall,ZReBsLW8QTkzuFD1vyFkX,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/ZReBsLW8QTkzuFD1vyFkX/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bukit Panjang Primary School Field,BErfwBq3CiDJWbabXWtcy,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/BErfwBq3CiDJWbabXWtcy/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Bukit Panjang Primary School Hall,AkB5NpkMVL7HCmB6DLppX,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/AkB5NpkMVL7HCmB6DLppX/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bukit Timah Primary School Hall,jTPGVh1bbKq70nuvjqvR4,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/jTPGVh1bbKq70nuvjqvR4/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Bukit View Secondary School Field,U4YXBcDmMuo64RtGT2yPb,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/U4YXBcDmMuo64RtGT2yPb/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Bukit View Secondary School Hall,rzOCKx6ezbKcGKQWjSHlN,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/rzOCKx6ezbKcGKQWjSHlN/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Burghley Squash Centre,cK5gp9m2M5gVJK1qPPWNA,https://activesg.gov.sg/facility-bookings/activities/LpU5wm359gvhKzEvHFt6F/venues/cK5gp9m2M5gVJK1qPPWNA/timeslots,Squash,LpU5wm359gvhKzEvHFt6F
Burghley Tennis Centre,eL74cEq9ibqBbz8EB3IAV,https://activesg.gov.sg/facility-bookings/activities/B0KovYOcQun1mA4VowDq0/venues/eL74cEq9ibqBbz8EB3IAV/timeslots,Tennis,B0KovYOcQun1mA4VowDq0
Canberra Primary School Field,cVjfSFtglU1rYr87r9hM9,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/cVjfSFtglU1rYr87r9hM9/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Canberra Primary School Hall,EhVMAAEMSQPdrpKw4yIaD,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/EhVMAAEMSQPdrpKw4yIaD/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Canberra Secondary School Field,PNvPaBuz08aByQy3YPL1v,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/PNvPaBuz08aByQy3YPL1v/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Canberra Secondary School Hall,2IUHiBUcoNimux7lmUt9h,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/2IUHiBUcoNimux7lmUt9h/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Cantonment Primary School Field,IochrOfekXXOPww4zv8bO,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/IochrOfekXXOPww4zv8bO/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Cantonment Primary School Hall,hy4Hsg4gHPM3y42YHZyL6,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/hy4Hsg4gHPM3y42YHZyL6/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Casuarina Primary School Field,zj8TQs4DoF5UuO8iNZanV,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/zj8TQs4DoF5UuO8iNZanV/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Casuarina Primary School Hall,Us0MaNzoJ6XwGGq2PY98h,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/Us0MaNzoJ6XwGGq2PY98h/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Cedar Primary School Field,lvoffopVRgPZ6nRIVFVoN,https://activesg.gov.sg/facility-bookings/activities/R7KeMBPmvcQksdPMmjxaG/venues/lvoffopVRgPZ6nRIVFVoN/timeslots,Free To Play Flying Disc,R7KeMBPmvcQksdPMmjxaG
Cedar Primary School Hall,AxDehUxuPrlYSmWBAR3lc,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/AxDehUxuPrlYSmWBAR3lc/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Changkat Changi Secondary School Field,I2ZsuDY0ONgVTRdrVi9Nt,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/I2ZsuDY0ONgVTRdrVi9Nt/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Changkat Changi Secondary School Hall,IftVzycvPKY3HYuyLhOYe,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/IftVzycvPKY3HYuyLhOYe/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Changkat Primary School Hall,I5qnyIxLbwQYfZ1D6487A,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/I5qnyIxLbwQYfZ1D6487A/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
CHIJ St. Theresa's Convent (Secondary) Hall,VXqvvqVIBrSFQEjUj7DCN,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/VXqvvqVIBrSFQEjUj7DCN/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Choa Chu Kang Outdoor Courts,5DGt2dvHRGdHv0Eaz80WU,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/5DGt2dvHRGdHv0Eaz80WU/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Choa Chu Kang Sport Hall,jP33ehBA3lDjp34Lq7dEd,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/jP33ehBA3lDjp34Lq7dEd/timeslots,Badminton | Table Tennis,YLONatwvqJfikKOmB5N9U | lpa7rfS4ShmUUt7XsFJlD
Choa Chu Kang Tennis Centre,imshpGjtc4D2OPh47srkZ,https://activesg.gov.sg/facility-bookings/activities/B0KovYOcQun1mA4VowDq0/venues/imshpGjtc4D2OPh47srkZ/timeslots,Tennis,B0KovYOcQun1mA4VowDq0
Chongfu School (Primary) Hall,8ojmbUdVNW4zxXqBZiIv6,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/8ojmbUdVNW4zxXqBZiIv6/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Christ Church Secondary School Hall,liiH4YYsu0f3tlzWgC8I7,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/liiH4YYsu0f3tlzWgC8I7/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Chua Chu Kang Primary School Field,o2rOKIt8TwNJ99OhVstgc,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/o2rOKIt8TwNJ99OhVstgc/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Chua Chu Kang Primary School Hall,fVtNp1NIF0okXJPRu1KeP,https://activesg.gov.sg/facility-bookings/activities/8WxkVBEDsT9TzydhZ81pK/venues/fVtNp1NIF0okXJPRu1KeP/timeslots,Netball,8WxkVBEDsT9TzydhZ81pK
Chua Chu Kang Secondary School Hall,bbyJ7E5oIPvgA5J7jYNjN,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/bbyJ7E5oIPvgA5J7jYNjN/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Chung Cheng High School (Yishun) Hall,gvm0T3nivySTC4zZq8LS0,https://activesg.gov.sg/facility-bookings/activities/3HIXIVGIe4qgenT2kKc3F/venues/gvm0T3nivySTC4zZq8LS0/timeslots,Volleyball,3HIXIVGIe4qgenT2kKc3F
Clementi Primary School Hall,nqi0R5foGPNhRJnVhbzlS,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/nqi0R5foGPNhRJnVhbzlS/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
