venue_name,venue_id,sample_venue_url,activity_names,activity_ids
Clementi Sport Hall,fU1NDT1wfMMSGcB2GUPst,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/fU1NDT1wfMMSGcB2GUPst/timeslots,Badminton | Pickleball | Table Tennis | Basketball,YLONatwvqJfikKOmB5N9U | BPQihVHITc7IPGorVeB2Y | lpa7rfS4ShmUUt7XsFJlD | CyIu0PE42fqR0SHD7XwMB
Clementi Swimming Complex - ActiveGroove Dance Zone,GgJ2wisyon8eG9Xs3QhRz,https://activesg.gov.sg/facility-bookings/activities/DbJUiIz38SkngQHk2Eg07/venues/GgJ2wisyon8eG9Xs3QhRz/timeslots,Dance,DbJUiIz38SkngQHk2Eg07
Clementi Town Secondary School Field,uVEZksrIFW51SWWJS75hl,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/uVEZksrIFW51SWWJS75hl/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Clementi Town Secondary School Hall,b3M3CTm1v4G0rpXK16X6t,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/b3M3CTm1v4G0rpXK16X6t/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
CMPB Football Field,w6g7Qw6aMGKZNILejGHKY,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/w6g7Qw6aMGKZNILejGHKY/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Compassvale Primary School Field,T1IfkYKwAiirAOJ2wQS3G,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/T1IfkYKwAiirAOJ2wQS3G/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Compassvale Secondary School Hall,9HyxIbKMUoLzAuoKAbb1D,https://activesg.gov.sg/facility-bookings/activities/bkymg5uAXztk5EVTXCmyk/venues/9HyxIbKMUoLzAuoKAbb1D/timeslots,Floorball,bkymg5uAXztk5EVTXCmyk
Concord Primary School Hall,u0aa06DkimDKERs98iY4J,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/u0aa06DkimDKERs98iY4J/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Crescent Girls' School (Secondary) Hall,S1a100KWjvY7ofteyu0fV,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/S1a100KWjvY7ofteyu0fV/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Damai Secondary School Hall,tbSZK9E1hKmgFgbKLmAF7,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/tbSZK9E1hKmgFgbKLmAF7/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Dazhong Primary School Field,7jL7Lrs4Wtg9zHO82fhjH,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/7jL7Lrs4Wtg9zHO82fhjH/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Dazhong Primary School Hall,CQT4YYAq7wPkHGOuziyvg,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/CQT4YYAq7wPkHGOuziyvg/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Delta Hockey Pitch,rpEP2J1ozTpC4ihsGsoY3,https://activesg.gov.sg/facility-bookings/activities/oiJVOW7FNTuKB07f1JaZU/venues/rpEP2J1ozTpC4ihsGsoY3/timeslots,Hockey | Hockey (Night),oiJVOW7FNTuKB07f1JaZU | W8c1ujw048h9x2zq41dBA
Delta Outdoor Courts,CQErKjExi6tYRFXbvkHkm,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/CQErKjExi6tYRFXbvkHkm/timeslots,Pickleball | Soccer (5-A-Side),BPQihVHITc7IPGorVeB2Y | NgyHfjIo82MJwxldnLRxi
Delta Sport Hall,a3jznoZlsfyJrl43Tbnog,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/a3jznoZlsfyJrl43Tbnog/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Deyi Secondary School Field,qkCc1QLFmmq4WNaKHJJAD,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/qkCc1QLFmmq4WNaKHJJAD/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Deyi Secondary School Hall,hK0lleSHLFmTTDEfLt627,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/hK0lleSHLFmTTDEfLt627/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Dunearn Secondary School Hall,YM1sJsXARXNlxz6P03QpJ,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/YM1sJsXARXNlxz6P03QpJ/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Dunman High School Hall,nTNUP5QWvkDFpWtbfue6R,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/nTNUP5QWvkDFpWtbfue6R/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Dunman Secondary School Field,JuUEVoNR2FPe9mAnEovD3,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/JuUEVoNR2FPe9mAnEovD3/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
East Spring Primary School Field,3IW2bcO5kgko6ssR0b63n,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/3IW2bcO5kgko6ssR0b63n/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
East Spring Primary School Hall,5r8EUJDjosfkaF8qqezOU,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/5r8EUJDjosfkaF8qqezOU/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
East Spring Secondary School Field,We84Ef47of2ylwSg21aEw,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/We84Ef47of2ylwSg21aEw/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Edgefield Primary School Hall,N2yRAN8hyCnQcEnZzPOOY,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/N2yRAN8hyCnQcEnZzPOOY/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Edgefield Secondary School Hall,7z00lbn6Rqy3w4C46HLYf,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/7z00lbn6Rqy3w4C46HLYf/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Elias Park Primary School Hall,Lz8NJiVKy0IDBs7afQnwj,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/Lz8NJiVKy0IDBs7afQnwj/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Endeavour Primary School Field,sFhbK3hth5j6XnXmneM7T,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/sFhbK3hth5j6XnXmneM7T/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Endeavour Primary School Hall,PoDnMDAYOJPodLWuv8Gxp,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/PoDnMDAYOJPodLWuv8Gxp/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Eunoia Junior College Field,K2y41QrclLogB1BKf7oaJ,https://activesg.gov.sg/facility-bookings/activities/HGINcXRkQfpoGlkVxPxiv/venues/K2y41QrclLogB1BKf7oaJ/timeslots,Flying Disc,HGINcXRkQfpoGlkVxPxiv
Eunoia Junior College Hall,S37sThPNt4FIIVVnf4rZF,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/S37sThPNt4FIIVVnf4rZF/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Evergreen Primary School Field,dRvqkQNhUywWnfkxvkLsa,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/dRvqkQNhUywWnfkxvkLsa/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Evergreen Primary School Hall,mZ647YYImQ69PjoUNwR9C,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/mZ647YYImQ69PjoUNwR9C/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Evergreen Secondary School Hall,em90xIJDPHM4mWUZu7BX7,https://activesg.gov.sg/facility-bookings/activities/3HIXIVGIe4qgenT2kKc3F/venues/em90xIJDPHM4mWUZu7BX7/timeslots,Volleyball,3HIXIVGIe4qgenT2kKc3F
Fairfield Methodist School (Primary) Hall,60nSWItZURcz7nNpfGURO,https://activesg.gov.sg/facility-bookings/activities/CyIu0PE42fqR0SHD7XwMB/venues/60nSWItZURcz7nNpfGURO/timeslots,Basketball,CyIu0PE42fqR0SHD7XwMB
Fairfield Methodist School (Secondary) Hall,C6O7ioF0lISM2xfLNJuP4,https://activesg.gov.sg/facility-bookings/activities/3HIXIVGIe4qgenT2kKc3F/venues/C6O7ioF0lISM2xfLNJuP4/timeslots,Volleyball,3HIXIVGIe4qgenT2kKc3F
Farrer Park Primary School Field,Rf5NBLdyWBWD8SrfrlOkf,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/Rf5NBLdyWBWD8SrfrlOkf/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Farrer Park Primary School Hall,WHa3066PaItBKX5ZwvueP,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/WHa3066PaItBKX5ZwvueP/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Fengshan Primary School Field,ddkGk4Q2xqPpxIjRh88VQ,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/ddkGk4Q2xqPpxIjRh88VQ/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Fengshan Primary School Hall,O0tvwIrzxdBw1jcWmjp7q,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/O0tvwIrzxdBw1jcWmjp7q/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Fern Green Primary School Hall,1KTMl9mhDvBeR0xRoHA9a,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/1KTMl9mhDvBeR0xRoHA9a/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
First Toa Payoh Primary School Hall,shhtJZhaNDmhhGmyznREq,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/shhtJZhaNDmhhGmyznREq/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Frontier Primary School Hall,XD2qpAuXSv8yrvMgKxczH,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/XD2qpAuXSv8yrvMgKxczH/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Fuhua Primary School Field,BQBRD8Tx8WpvdWPoku6p1,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/BQBRD8Tx8WpvdWPoku6p1/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Fuhua Secondary School Field,S75qkXeMlIIe9JYpUlTuk,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/S75qkXeMlIIe9JYpUlTuk/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Fuhua Secondary School Hall,K7yb8O3NAWIWjXRBfl911,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/K7yb8O3NAWIWjXRBfl911/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Gan Eng Seng Primary School Field,n5l1cEkdVXeeXigJ9t1mL,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/n5l1cEkdVXeeXigJ9t1mL/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Gan Eng Seng Primary School Hall,XsuSgDDoI8aKGowjzD0aS,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/XsuSgDDoI8aKGowjzD0aS/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Gan Eng Seng School (Secondary) Hall,OF5B1wzuqUF01h842uuGa,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/OF5B1wzuqUF01h842uuGa/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Gongshang Primary School Hall,pSb2HypfjPg8TmbY3U1vZ,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/pSb2HypfjPg8TmbY3U1vZ/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Greendale Primary School Hall,Qt0Viuhpm748aQSdYC2jU,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/Qt0Viuhpm748aQSdYC2jU/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Greendale Secondary School Hall,SNMlvJOPkgZuWesd19Luv,https://activesg.gov.sg/facility-bookings/activities/3HIXIVGIe4qgenT2kKc3F/venues/SNMlvJOPkgZuWesd19Luv/timeslots,Volleyball,3HIXIVGIe4qgenT2kKc3F
Greenridge Primary School Hall,G65ReWFb3U4Y9yn4OieQZ,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/G65ReWFb3U4Y9yn4OieQZ/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Greenridge Secondary School Hall,9SZuSjvI6tyRvV76JPvq6,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/9SZuSjvI6tyRvV76JPvq6/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Greenwood Primary School Field,0Ao8Jp6MpEs8khQK8nF6J,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/0Ao8Jp6MpEs8khQK8nF6J/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Greenwood Primary School Hall,cPasd6r3T4OmhU8tYyocx,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/cPasd6r3T4OmhU8tYyocx/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Haig Girls' School (Primary) Field,ftP7O25muwFMlqzJaaBss,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/ftP7O25muwFMlqzJaaBss/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Haig Girls' School (Primary) Hall,5CdPR4UuPhWwKdJSXHscq,https://activesg.gov.sg/facility-bookings/activities/8WxkVBEDsT9TzydhZ81pK/venues/5CdPR4UuPhWwKdJSXHscq/timeslots,Netball,8WxkVBEDsT9TzydhZ81pK
Heartbeat @ Bedok ActiveSG Sport Centre - Table Tennis Area,OqZA3Nz20OqcnTsii3tbB,https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues/OqZA3Nz20OqcnTsii3tbB/timeslots,Table Tennis,lpa7rfS4ShmUUt7XsFJlD
Heartbeat @ Bedok ActiveSG Sport Hall,2vQVXKogKPojlagjzNxeX,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/2vQVXKogKPojlagjzNxeX/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Heartbeat @ Bedok ActiveSG Tennis Centre,qFjN7QRByrxM5Ikhv9UQm,https://activesg.gov.sg/facility-bookings/activities/B0KovYOcQun1mA4VowDq0/venues/qFjN7QRByrxM5Ikhv9UQm/timeslots,Tennis,B0KovYOcQun1mA4VowDq0
Henry Park Primary School Hall,C8ukgfnOznV5fC203rB2A,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/C8ukgfnOznV5fC203rB2A/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Hillgrove Secondary School Hall,862E1rcanYoNlxUaF7di2,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/862E1rcanYoNlxUaF7di2/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Horizon Primary School Field,oEefSaencqbsIsLa88Zda,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/oEefSaencqbsIsLa88Zda/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Horizon Primary School Hall,43G9uDysqDko9zhnniGRT,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/43G9uDysqDko9zhnniGRT/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Hougang Primary School Field,n5kXlAU2rWNZcHz1Av7DP,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/n5kXlAU2rWNZcHz1Av7DP/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Hougang Primary School Hall,Uf0vp62dRNkrv1VCXZvZu,https://activesg.gov.sg/facility-bookings/activities/3HIXIVGIe4qgenT2kKc3F/venues/Uf0vp62dRNkrv1VCXZvZu/timeslots,Volleyball,3HIXIVGIe4qgenT2kKc3F
Hougang Secondary School Field,IfWAKPmGlHXhQ20UIBHY6,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/IfWAKPmGlHXhQ20UIBHY6/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Hougang Secondary School Hall,hzrR3kvk8qcNWKRxkvUkb,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/hzrR3kvk8qcNWKRxkvUkb/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Hougang Sport Hall,Z6A8EpcHcfy39qe2qse72,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/Z6A8EpcHcfy39qe2qse72/timeslots,Badminton | Pickleball,YLONatwvqJfikKOmB5N9U | BPQihVHITc7IPGorVeB2Y
Hougang Stadium,8tp6R0nocRb6gmMPtgLZA,https://activesg.gov.sg/facility-bookings/activities/CyIu0PE42fqR0SHD7XwMB/venues/8tp6R0nocRb6gmMPtgLZA/timeslots,Basketball | Basketball 3x3,CyIu0PE42fqR0SHD7XwMB | 9cFQTCUF86O2OrQK79Bgz
Hougang Swimming Complex,ENq6LYnuWO6WhORMJO485,https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues/ENq6LYnuWO6WhORMJO485/timeslots,Table Tennis,lpa7rfS4ShmUUt7XsFJlD
Hua Yi Secondary School Field,gVXuVTtInrQSu6B3JeweR,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/gVXuVTtInrQSu6B3JeweR/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Hua Yi Secondary School Hall,7Gkwfqhh4iShnyRIZBs2W,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/7Gkwfqhh4iShnyRIZBs2W/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Huamin Primary School Field,1QRcoD9ux7ZAZkdYIvuCz,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/1QRcoD9ux7ZAZkdYIvuCz/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Innova Primary School Field,cTj9Vj9RKxAG20VyW1y24,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/cTj9Vj9RKxAG20VyW1y24/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Innova Primary School Hall,AJ13GOe1e0Tg6RCjS2ZcM,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/AJ13GOe1e0Tg6RCjS2ZcM/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Jiemin Primary School Hall,BZAkV6o3rmqHMFgGgfPQa,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/BZAkV6o3rmqHMFgGgfPQa/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Jing Shan Primary School Field,w6TCADwlwQ0SRzgbYEjyV,https://activesg.gov.sg/facility-bookings/activities/naPJABNOkipmCtzJsHzHo/venues/w6TCADwlwQ0SRzgbYEjyV/timeslots,Free To Play,naPJABNOkipmCtzJsHzHo
Jing Shan Primary School Hall,zrRY1f5GItJnx6rWeK0IL,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/zrRY1f5GItJnx6rWeK0IL/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Junyuan Primary School Hall,WQ5jYOu6iz6oNXh5ZRufT,https://activesg.gov.sg/facility-bookings/activities/BPQihVHITc7IPGorVeB2Y/venues/WQ5jYOu6iz6oNXh5ZRufT/timeslots,Pickleball,BPQihVHITc7IPGorVeB2Y
Junyuan Secondary School Hall,oN4FezUSD6tOmATK2CLaY,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/oN4FezUSD6tOmATK2CLaY/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Jurong East Outdoor Netball Courts,CdQXEZg4ijUZOpAm2YhSN,https://activesg.gov.sg/facility-bookings/activities/8WxkVBEDsT9TzydhZ81pK/venues/CdQXEZg4ijUZOpAm2YhSN/timeslots,Netball,8WxkVBEDsT9TzydhZ81pK
Jurong East Petanque Courts,U4fVwuMvs9HhDSepaZXIu,https://activesg.gov.sg/facility-bookings/activities/R7GM11REWQsw3ToswAkSG/venues/U4fVwuMvs9HhDSepaZXIu/timeslots,Petanque,R7GM11REWQsw3ToswAkSG
Jurong East Sport Centre - Table Tennis Area,mT18pHAasvGbG4OZQoAZg,https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues/mT18pHAasvGbG4OZQoAZg/timeslots,Table Tennis,lpa7rfS4ShmUUt7XsFJlD
Jurong East Sport Centre Futsal Pitch,cx5EqiiqrfBkPfz81P1CG,https://activesg.gov.sg/facility-bookings/activities/CF6ecxA4HkJgUabDMGsWo/venues/cx5EqiiqrfBkPfz81P1CG/timeslots,Futsal,CF6ecxA4HkJgUabDMGsWo
Jurong East Sport Hall,vrkrAMmmGiSIaj7FEMcjx,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/vrkrAMmmGiSIaj7FEMcjx/timeslots,Badminton | Pickleball | Table Tennis,YLONatwvqJfikKOmB5N9U | BPQihVHITc7IPGorVeB2Y | lpa7rfS4ShmUUt7XsFJlD
Jurong Secondary School Hall,IzBcR11fYSeByAUYgp5v6,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/IzBcR11fYSeByAUYgp5v6/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Jurong West Secondary School Field,W1JiAZVMugMPOgm9oCaEj,https://activesg.gov.sg/facility-bookings/activities/qSP0nrWIP8357EAeeLo4Z/venues/W1JiAZVMugMPOgm9oCaEj/timeslots,Soccer,qSP0nrWIP8357EAeeLo4Z
Jurong West Sport Centre - ActiveGroove Dance Zone,nXDt0vBWOyEsBfJYPPl2v,https://activesg.gov.sg/facility-bookings/activities/DbJUiIz38SkngQHk2Eg07/venues/nXDt0vBWOyEsBfJYPPl2v/timeslots,Dance,DbJUiIz38SkngQHk2Eg07
Jurong West Sport Centre - Table Tennis Area,qXiMKMDWVRE910IjDSnK7,https://activesg.gov.sg/facility-bookings/activities/lpa7rfS4ShmUUt7XsFJlD/venues/qXiMKMDWVRE910IjDSnK7/timeslots,Table Tennis,lpa7rfS4ShmUUt7XsFJlD
Jurong West Sport Hall,iQYIzofibpiGOEHMDZTXr,https://activesg.gov.sg/facility-bookings/activities/YLONatwvqJfikKOmB5N9U/venues/iQYIzofibpiGOEHMDZTXr/timeslots,Badminton,YLONatwvqJfikKOmB5N9U
Jurong West Tennis Centre,QOnm0BqPTD3GiO9tgHBlP,https://activesg.gov.sg/facility-bookings/activities/B0KovYOcQun1mA4VowDq0/venues/QOnm0BqPTD3GiO9tgHBlP/timeslots,Tennis,B0KovYOcQun1mA4VowDq0
